team 1,team 2,original team 1 score,original team 2 score,original winner,team 1 threes,team 2 threes,adjusted team 1 score,adjusted team 2 score,adjusted winner
Prairie View A&M,Alabama A&M,55,54,Prairie View A&M,2,6,53,48,Prairie View A&M
Grambling,Alabama State,66,49,Grambling,7,2,59,47,Grambling
Jackson State,Alabama State,60,44,Jackson State,8,3,52,41,Jackson State
Alabama State,Arkansas-Pine Bluff,82,91,Arkansas-Pine Bluff,8,7,74,84,Arkansas-Pine Bluff
Alabama State,Mississippi Valley State,64,51,Alabama State,10,8,54,43,Alabama State
Alcorn State,Alabama State,57,52,Alcorn State,5,3,52,49,Alcorn State
Southern,Alabama State,64,66,Alabama State,3,7,61,59,Southern
Alabama State,Texas Southern,73,80,Texas Southern,8,3,65,77,Texas Southern
Alabama State,Prairie View A&M,63,87,Prairie View A&M,7,7,56,80,Prairie View A&M
Arkansas-Pine Bluff,Alabama State,67,73,Alabama State,4,10,63,63,Prairie View A&M
Mississippi Valley State,Alabama State,68,65,Mississippi Valley State,10,2,58,63,Alabama State
Alabama State,Southern,66,75,Southern,7,3,59,72,Southern
Texas Southern,Alabama State,86,76,Texas Southern,4,11,82,65,Texas Southern
Alcorn State,Grambling,74,79,Grambling,8,4,66,75,Grambling
Mississippi Valley State,Alcorn State,59,71,Alcorn State,6,6,53,65,Alcorn State
Arkansas-Pine Bluff,Alcorn State,48,82,Alcorn State,4,11,44,71,Alcorn State
Southern,Alcorn State,76,59,Southern,9,1,67,58,Southern
Jackson State,Alcorn State,74,66,Jackson State,9,7,65,59,Jackson State
Grambling,Alcorn State,67,62,Grambling,4,7,63,55,Grambling
Alcorn State,Mississippi Valley State,70,56,Alcorn State,6,9,64,47,Alcorn State
Alcorn State,Southern,75,89,Southern,4,6,71,83,Southern
Arkansas-Pine Bluff,Arkansas State,75,74,Arkansas-Pine Bluff,10,5,65,69,Arkansas State
Mississippi Valley State,Arkansas-Pine Bluff,52,92,Arkansas-Pine Bluff,5,7,47,85,Arkansas-Pine Bluff
Arkansas-Pine Bluff,Southern,53,88,Southern,2,11,51,77,Southern
Texas Southern,Arkansas-Pine Bluff,66,57,Texas Southern,2,7,64,50,Texas Southern
Prairie View A&M,Arkansas-Pine Bluff,73,56,Prairie View A&M,8,4,65,52,Prairie View A&M
Arkansas-Pine Bluff,Grambling,71,74,Grambling,8,6,63,68,Grambling
Arkansas-Pine Bluff,Jackson State,55,63,Jackson State,2,4,53,59,Jackson State
Arkansas-Pine Bluff,Alabama State,67,73,Alabama State,4,10,63,63,Jackson State
Southern,Arkansas-Pine Bluff,73,71,Southern,3,5,70,66,Southern
Arkansas-Pine Bluff,Prairie View A&M,56,72,Prairie View A&M,5,6,51,66,Prairie View A&M
Arkansas-Pine Bluff,Texas Southern,65,79,Texas Southern,7,8,58,71,Texas Southern
Grambling,Grand Canyon,53,69,Grand Canyon,1,6,52,63,Grand Canyon
East Texas Baptist,Grambling,59,68,Grambling,8,4,51,64,Grambling
Grambling,UL Monroe,78,61,Grambling,11,8,67,53,Grambling
Southern,Grambling,61,55,Southern,8,3,53,52,Southern
Grambling,Texas Southern,78,72,Grambling,6,7,72,65,Grambling
Grambling,Prairie View A&M,50,59,Prairie View A&M,3,2,47,57,Prairie View A&M
Jackson State,Grambling,75,61,Jackson State,4,2,71,59,Jackson State
Mississippi Valley State,Grambling,72,85,Grambling,8,8,64,77,Grambling
Grambling,Southern,72,69,Grambling,6,10,66,59,Grambling
Texas Southern,Grambling,75,73,Texas Southern,7,4,68,69,Grambling
Grambling,Jackson State,59,63,Jackson State,4,10,55,53,Grambling
Mississippi Valley State,Jackson State,56,106,Jackson State,4,9,52,97,Jackson State
Jackson State,Southern,57,53,Jackson State,1,1,56,52,Jackson State
Jackson State,Mississippi Valley State,68,54,Jackson State,4,9,64,45,Jackson State
Mississippi Valley State,Grand Canyon,49,88,Grand Canyon,13,7,36,81,Grand Canyon
Mississippi Valley State,Southern,61,102,Southern,10,9,51,93,Southern
Prairie View A&M,Mississippi Valley State,77,31,Prairie View A&M,5,5,72,26,Prairie View A&M
Mississippi Valley State,Texas Southern,45,82,Texas Southern,3,3,42,79,Texas Southern
Mississippi Valley State,Prairie View A&M,62,82,Prairie View A&M,11,9,51,73,Prairie View A&M
Prairie View A&M,Little Rock,66,71,Little Rock,8,4,58,67,Little Rock
Texas Southern,Prairie View A&M,67,73,Prairie View A&M,4,10,63,63,TCU
Prairie View A&M,Texas Southern,77,75,Prairie View A&M,11,5,66,70,Texas Southern
Texas Southern,Saint Mary's,70,82,Saint Mary's,4,16,66,66,Texas Southern
Le Tourneau,Texas Southern,60,103,Texas Southern,4,5,56,98,Texas Southern
Texas Southern,BYU,71,87,BYU,2,11,69,76,BYU
Texas Southern,Prairie View A&M,67,73,Prairie View A&M,4,10,63,63,BYU
UT Rio Grande Valley,Texas Southern,75,77,Texas Southern,9,4,66,73,Texas Southern
Regis Univ,Denver,66,82,Denver,9,7,57,75,Denver
Dixie State,Denver,73,70,Dixie State,10,4,63,66,Denver
Texas State,Denver,70,68,Texas State,7,6,63,62,Texas State
Denver,South Dakota,54,93,South Dakota,8,14,46,79,South Dakota
Denver,South Dakota,57,79,South Dakota,6,8,51,71,South Dakota
Oral Roberts,Denver,88,84,Oral Roberts,9,9,79,75,Oral Roberts
Oral Roberts,Denver,91,82,Oral Roberts,8,8,83,74,Oral Roberts
Denver,North Dakota State,58,70,North Dakota State,7,5,51,65,North Dakota State
Denver,North Dakota State,58,84,North Dakota State,6,9,52,75,North Dakota State
North Dakota,Denver,85,82,North Dakota,9,9,76,73,North Dakota
North Dakota,Denver,81,85,Denver,9,9,72,76,Denver
Denver,Western Illinois,69,75,Western Illinois,7,5,62,70,Western Illinois
Denver,Western Illinois,75,82,Western Illinois,10,8,65,74,Western Illinois
Denver,UM Kansas City,57,68,UM Kansas City,8,2,49,66,UM Kansas City
Denver,UM Kansas City,69,80,UM Kansas City,3,9,66,71,UM Kansas City
Omaha,Denver,80,76,Omaha,8,10,72,66,Omaha
Omaha,Denver,80,76,Omaha,6,7,74,69,Omaha
North Dakota,Dixie State,73,74,Dixie State,7,1,66,73,Dixie State
North Dakota,South Dakota,75,71,North Dakota,5,8,70,63,North Dakota
South Dakota State,North Dakota,74,62,South Dakota State,7,7,67,55,South Dakota State
North Dakota,North Dakota State,52,53,North Dakota State,6,4,46,49,North Dakota State
UM Kansas City,North Dakota,45,52,North Dakota,2,2,43,50,North Dakota
UM Kansas City,North Dakota,77,53,UM Kansas City,2,4,75,49,UM Kansas City
North Dakota,Oral Roberts,72,71,North Dakota,8,7,64,64,UM Kansas City
North Dakota,Oral Roberts,57,74,Oral Roberts,7,15,50,59,Oral Roberts
North Dakota State,North Dakota,62,45,North Dakota State,4,5,58,40,North Dakota State
North Dakota State,North Dakota,78,82,North Dakota,9,7,69,75,North Dakota
North Dakota,South Dakota State,73,92,South Dakota State,7,14,66,78,South Dakota State
North Dakota,South Dakota State,74,85,South Dakota State,8,8,66,77,South Dakota State
Western Illinois,North Dakota,81,83,North Dakota,10,8,71,75,North Dakota
Western Illinois,North Dakota,99,87,Western Illinois,9,11,90,76,Western Illinois
South Dakota,North Dakota,76,85,North Dakota,8,14,68,71,North Dakota
South Dakota,North Dakota,81,85,North Dakota,9,11,72,74,North Dakota
North Dakota,Omaha,62,72,Omaha,8,6,54,66,Omaha
North Dakota,Omaha,81,69,North Dakota,9,6,72,63,North Dakota
North Dakota State,South Dakota State,75,77,South Dakota State,10,7,65,70,South Dakota State
South Dakota,North Dakota State,67,74,North Dakota State,8,5,59,69,North Dakota State
North Dakota State,Western Illinois,68,50,North Dakota State,9,4,59,46,North Dakota State
North Dakota State,Western Illinois,78,67,North Dakota State,7,6,71,61,North Dakota State
Omaha,North Dakota State,69,71,North Dakota State,3,4,66,67,North Dakota State
Omaha,North Dakota State,66,80,North Dakota State,4,8,62,72,North Dakota State
North Dakota State,UM Kansas City,71,67,North Dakota State,3,8,68,59,North Dakota State
North Dakota State,UM Kansas City,47,49,UM Kansas City,5,7,42,42,North Dakota State
Oral Roberts,North Dakota State,54,61,North Dakota State,11,5,43,56,North Dakota State
Oral Roberts,North Dakota State,80,74,Oral Roberts,9,7,71,67,Oral Roberts
South Dakota State,North Dakota State,68,67,South Dakota State,13,7,55,60,North Dakota State
South Dakota State,North Dakota State,82,84,North Dakota State,5,11,77,73,South Dakota State
North Dakota State,South Dakota,71,80,South Dakota,10,5,61,75,South Dakota
North Dakota State,South Dakota,89,77,North Dakota State,11,10,78,67,North Dakota State
Oral Roberts,Omaha,95,83,Oral Roberts,15,6,80,77,Oral Roberts
Oral Roberts,Omaha,86,75,Oral Roberts,12,1,74,74,Oral Roberts
Omaha,South Dakota,59,91,South Dakota,7,7,52,84,South Dakota
Omaha,South Dakota,93,97,South Dakota,10,12,83,85,South Dakota
Western Illinois,Omaha,85,77,Western Illinois,5,7,80,70,Western Illinois
Western Illinois,Omaha,75,73,Western Illinois,6,5,69,68,Western Illinois
Omaha,UM Kansas City,52,62,UM Kansas City,4,5,48,57,UM Kansas City
Omaha,UM Kansas City,47,55,UM Kansas City,3,6,44,49,UM Kansas City
Rogers State,Oral Roberts,63,93,Oral Roberts,6,13,57,80,Oral Roberts
SW Christian Univ,Oral Roberts,58,111,Oral Roberts,7,19,51,92,Oral Roberts
Bacone,Oral Roberts,65,96,Oral Roberts,8,12,57,84,Oral Roberts
North Dakota,Oral Roberts,72,71,North Dakota,8,7,64,64,Oral Roberts
UM Kansas City,Oral Roberts,58,60,Oral Roberts,5,7,53,53,Oral Roberts
UM Kansas City,Oral Roberts,81,76,UM Kansas City,9,9,72,67,UM Kansas City
South Dakota State,Oral Roberts,86,103,Oral Roberts,8,16,78,87,Oral Roberts
South Dakota State,Oral Roberts,95,80,South Dakota State,8,16,87,64,South Dakota State
Oral Roberts,South Dakota,84,86,South Dakota,13,12,71,74,South Dakota
Western Illinois,Oral Roberts,81,85,Oral Roberts,16,11,65,74,Oral Roberts
Western Illinois,Oral Roberts,59,95,Oral Roberts,3,11,56,84,Oral Roberts
South Dakota,South Dakota State,91,78,South Dakota,12,10,79,68,South Dakota
Mount Marty,South Dakota,44,84,South Dakota,8,5,36,79,South Dakota
South Dakota,UM Kansas City,66,64,South Dakota,7,8,59,56,South Dakota
South Dakota,UM Kansas City,68,62,South Dakota,11,6,57,56,South Dakota
South Dakota,Western Illinois,65,60,South Dakota,6,5,59,55,South Dakota
South Dakota,Western Illinois,84,74,South Dakota,4,10,80,64,South Dakota
South Dakota,South Dakota State,64,56,South Dakota,5,7,59,49,South Dakota
South Dakota,South Dakota State,78,89,South Dakota State,3,7,75,82,South Dakota State
South Dakota State,Saint Mary's,59,72,Saint Mary's,2,10,57,62,Saint Mary's
Mount Marty,South Dakota State,50,93,South Dakota State,7,5,43,88,South Dakota State
Western Illinois,South Dakota State,77,83,South Dakota State,7,5,70,78,South Dakota State
Western Illinois,South Dakota State,63,92,South Dakota State,1,11,62,81,South Dakota State
UM Kansas City,South Dakota State,49,67,South Dakota State,6,2,43,65,South Dakota State
UM Kansas City,South Dakota State,77,89,South Dakota State,10,4,67,85,South Dakota State
Culver-Stockton,UM Kansas City,35,105,UM Kansas City,3,9,32,96,UM Kansas City
Greenville,UM Kansas City,97,138,UM Kansas City,10,0,87,138,UM Kansas City
Kansas Christian,UM Kansas City,42,98,UM Kansas City,7,10,35,88,UM Kansas City
Kansas Christian,UM Kansas City,36,95,UM Kansas City,2,11,34,84,UM Kansas City
UM Kansas City,Oral Roberts,58,60,Oral Roberts,5,7,53,53,South Dakota
Mount St. Joseph,Western Illinois,55,80,Western Illinois,6,6,49,74,Western Illinois
Carver College,Appalachian State,23,105,Appalachian State,4,7,19,98,Appalachian State
NC Wesleyan,Appalachian State,57,81,Appalachian State,2,9,55,72,Appalachian State
Greensboro,Appalachian State,47,87,Appalachian State,6,7,41,80,Appalachian State
Columbia International,Appalachian State,41,77,Appalachian State,7,7,34,70,Appalachian State
Troy,Appalachian State,69,56,Troy,7,6,62,50,Troy
Troy,Appalachian State,59,90,Appalachian State,8,15,51,75,Appalachian State
Georgia Southern,Appalachian State,63,66,Appalachian State,8,6,55,60,Appalachian State
Georgia Southern,Appalachian State,71,77,Appalachian State,11,5,60,72,Appalachian State
Appalachian State,South Alabama,64,73,South Alabama,8,10,56,63,South Alabama
Appalachian State,South Alabama,83,77,Appalachian State,16,11,67,66,Appalachian State
Georgia State,Appalachian State,71,80,Appalachian State,4,10,67,70,Appalachian State
Georgia State,Appalachian State,61,74,Appalachian State,3,6,58,68,Appalachian State
Appalachian State,Troy,62,71,Troy,2,3,60,68,Troy
Appalachian State,Troy,59,65,Troy,7,7,52,58,Troy
South Alabama,Appalachian State,65,63,South Alabama,8,6,57,57,Troy
South Alabama,Appalachian State,56,54,South Alabama,9,6,47,48,Appalachian State
Appalachian State,Georgia State,71,85,Georgia State,8,11,63,74,Georgia State
Appalachian State,Georgia Southern,84,78,Appalachian State,10,5,74,73,Appalachian State
Appalachian State,Georgia Southern,57,65,Georgia Southern,6,8,51,57,Georgia Southern
Crowley's Ridge College,Arkansas State,49,115,Arkansas State,2,10,47,105,Arkansas State
Central Baptist College,Arkansas State,69,81,Arkansas State,6,4,63,77,Arkansas State
Champion Christian College,Arkansas State,50,90,Arkansas State,4,12,46,78,Arkansas State
Arkansas State,UL Monroe,72,84,UL Monroe,7,12,65,72,UL Monroe
Arkansas State,UL Monroe,55,62,UL Monroe,3,9,52,53,UL Monroe
UL Monroe,Arkansas State,72,74,Arkansas State,3,11,69,63,UL Monroe
UL Monroe,Arkansas State,72,93,Arkansas State,8,6,64,87,Arkansas State
Arkansas State,Louisiana,68,81,Louisiana,4,3,64,78,Louisiana
Arkansas State,Louisiana,74,77,Louisiana,5,11,69,66,Arkansas State
UT Arlington,Arkansas State,75,83,Arkansas State,9,8,66,75,Arkansas State
UT Arlington,Arkansas State,65,64,UT Arlington,9,5,56,59,Arkansas State
Louisiana,Arkansas State,87,95,Arkansas State,9,11,78,84,Arkansas State
Louisiana,Arkansas State,77,83,Arkansas State,7,11,70,72,Arkansas State
Little Rock,Arkansas State,62,73,Arkansas State,7,6,55,67,Arkansas State
Arkansas State,Little Rock,67,65,Arkansas State,8,7,59,58,Arkansas State
Texas State,Arkansas State,57,52,Texas State,5,0,52,52,Arkansas State
Arkansas State,UT Arlington,71,73,UT Arlington,5,7,66,66,Arkansas State
Arkansas State,UT Arlington,56,64,UT Arlington,6,8,50,56,UT Arlington
NC Wesleyan,Coastal Carolina,68,117,Coastal Carolina,6,15,62,102,Coastal Carolina
Columbia International,Coastal Carolina,56,113,Coastal Carolina,9,8,47,105,Coastal Carolina
Greensboro,Coastal Carolina,45,103,Coastal Carolina,4,12,41,91,Coastal Carolina
Alice Lloyd College,Coastal Carolina,63,86,Coastal Carolina,8,7,55,79,Coastal Carolina
Georgia State,Coastal Carolina,69,81,Coastal Carolina,5,6,64,75,Coastal Carolina
Georgia State,Coastal Carolina,70,62,Georgia State,7,10,63,52,Georgia State
South Alabama,Coastal Carolina,65,78,Coastal Carolina,11,12,54,66,Coastal Carolina
South Alabama,Coastal Carolina,69,83,Coastal Carolina,9,16,60,67,Coastal Carolina
Coastal Carolina,Georgia State,68,71,Georgia State,10,9,58,62,Georgia State
Troy,Coastal Carolina,81,90,Coastal Carolina,12,11,69,79,Coastal Carolina
Troy,Coastal Carolina,65,70,Coastal Carolina,7,9,58,61,Coastal Carolina
Coastal Carolina,Georgia Southern,79,62,Coastal Carolina,9,7,70,55,Coastal Carolina
Coastal Carolina,Georgia Southern,58,61,Georgia Southern,5,5,53,56,Georgia Southern
Coastal Carolina,South Alabama,65,71,South Alabama,8,11,57,60,South Alabama
Coastal Carolina,South Alabama,66,70,South Alabama,8,11,58,59,South Alabama
Georgia Southern,Coastal Carolina,55,65,Coastal Carolina,10,5,45,60,Coastal Carolina
Coastal Carolina,Troy,75,59,Coastal Carolina,7,7,68,52,Coastal Carolina
Coastal Carolina,Troy,76,71,Coastal Carolina,11,9,65,62,Coastal Carolina
Florida National,Georgia Southern,65,97,Georgia Southern,10,6,55,91,Georgia Southern
College of Coastal Georgia,Georgia Southern,79,91,Georgia Southern,8,9,71,82,Georgia Southern
Carver College,Georgia Southern,27,92,Georgia Southern,1,6,26,86,Georgia Southern
Georgia Southern,Carver College,119,43,Georgia Southern,9,5,110,38,Georgia Southern
South Alabama,Georgia Southern,88,59,South Alabama,10,10,78,49,South Alabama
South Alabama,Georgia Southern,49,62,Georgia Southern,6,6,43,56,Georgia Southern
Troy,Georgia Southern,64,67,Georgia Southern,5,10,59,57,Troy
Troy,Georgia Southern,56,63,Georgia Southern,5,10,51,53,Georgia Southern
Georgia Southern,South Alabama,84,75,Georgia Southern,14,11,70,64,Georgia Southern
Georgia Southern,South Alabama,48,62,South Alabama,8,9,40,53,South Alabama
Georgia Southern,Troy,56,68,Troy,9,5,47,63,Troy
Georgia Southern,Troy,79,64,Georgia Southern,11,4,68,60,Georgia Southern
Georgia Southern,Georgia State,75,79,Georgia State,11,6,64,73,Georgia State
Georgia State,Georgia Tech,123,120,Georgia State,10,7,113,113,Georgia Southern
Toccoa Falls,Georgia State,60,105,Georgia State,11,16,49,89,Georgia State
Carver College,Georgia State,57,122,Georgia State,5,13,52,109,Georgia State
South Alabama,Georgia State,70,67,South Alabama,8,5,62,62,Appalachian State
Troy,Georgia State,66,80,Georgia State,7,7,59,73,Georgia State
Troy,Georgia State,53,65,Georgia State,6,8,47,57,Georgia State
Georgia State,South Alabama,84,81,Georgia State,11,15,73,66,Georgia State
Georgia State,South Alabama,82,73,Georgia State,9,5,73,68,Georgia State
Georgia State,Georgia Tech,123,120,Georgia State,10,7,113,113,Georgia State
Central Arkansas,Little Rock,83,86,Little Rock,5,8,78,78,Winthrop
Champion Christian College,Little Rock,50,78,Little Rock,5,7,45,71,Little Rock
UT Arlington,Little Rock,93,102,Little Rock,10,9,83,93,Little Rock
UT Arlington,Little Rock,62,75,Little Rock,12,7,50,68,Little Rock
Little Rock,Louisiana,64,66,Louisiana,4,6,60,60,Little Rock
Little Rock,Louisiana,78,76,Little Rock,2,8,76,68,Little Rock
Texas State,Little Rock,63,59,Texas State,9,6,54,53,Texas State
Texas State,Little Rock,67,56,Texas State,6,5,61,51,Texas State
Little Rock,UT Arlington,66,59,Little Rock,8,10,58,49,Little Rock
Little Rock,UT Arlington,61,66,UT Arlington,6,8,55,58,UT Arlington
UL Monroe,Little Rock,62,66,Little Rock,8,5,54,61,Little Rock
UL Monroe,Little Rock,49,65,Little Rock,5,5,44,60,Little Rock
Little Rock,Texas State,47,57,Texas State,5,4,42,53,Texas State
Little Rock,Texas State,67,77,Texas State,10,9,57,68,Texas State
Little Rock,UL Monroe,66,78,UL Monroe,5,8,61,70,UL Monroe
Little Rock,UL Monroe,64,68,UL Monroe,4,10,60,58,Little Rock
Louisiana,Little Rock,66,61,Louisiana,6,4,60,57,Louisiana
Louisiana,Little Rock,59,69,Little Rock,6,3,53,66,Little Rock
LSU Shreveport,Louisiana,73,84,Louisiana,9,6,64,78,Louisiana
LSU Alexandria,Louisiana,75,90,Louisiana,6,10,69,80,Louisiana
Texas State,Louisiana,77,83,Louisiana,7,8,70,75,Louisiana
Texas State,Louisiana,71,59,Texas State,6,6,65,53,Texas State
Little Rock,Louisiana,64,66,Louisiana,4,6,60,60,Texas State
Louisiana,UT Arlington,86,91,UT Arlington,9,11,77,80,UT Arlington
Louisiana,UT Arlington,68,51,Louisiana,9,4,59,47,Louisiana
Louisiana,Texas State,62,60,Louisiana,5,4,57,56,Louisiana
Louisiana,Texas State,74,73,Louisiana,11,5,63,68,Texas State
UL Monroe,Louisiana,72,66,UL Monroe,11,5,61,61,Arkansas State
Louisiana,UL Monroe,88,72,Louisiana,14,5,74,67,Louisiana
UT Arlington,Louisiana,74,76,Louisiana,8,6,66,70,Louisiana
Mobile,South Alabama,75,95,South Alabama,17,11,58,84,South Alabama
Emmanuel,South Alabama,47,86,South Alabama,9,11,38,75,South Alabama
William Carey,South Alabama,67,80,South Alabama,7,9,60,71,South Alabama
Flagler,South Alabama,81,103,South Alabama,16,11,65,92,South Alabama
South Alabama,Georgia State,70,67,South Alabama,8,5,62,62,South Alabama
Troy,South Alabama,70,73,South Alabama,8,5,62,68,South Alabama
South Alabama,Troy,58,51,South Alabama,7,6,51,45,South Alabama
South Alabama,Appalachian State,65,63,South Alabama,8,6,57,57,South Alabama
Mary Hardin-Baylor,Texas State,59,98,Texas State,7,5,52,93,Texas State
Our Lady of the Lake,Texas State,61,58,Our Lady of the Lake,6,4,55,54,Our Lady of the Lake
Texas State,UL Monroe,57,47,Texas State,4,6,53,41,Texas State
Texas State,UL Monroe,69,63,Texas State,9,10,60,53,Texas State
Texas State,UT Arlington,63,56,Texas State,4,6,59,50,Texas State
UT Arlington,Texas State,68,79,Texas State,14,7,54,72,Texas State
Texas State,Arkansas State,57,52,Texas State,5,0,52,52,Texas State
UL Monroe,Texas State,49,58,Texas State,4,3,45,55,Texas State
UL Monroe,Texas State,57,61,Texas State,8,7,49,54,Texas State
Central Baptist College,Troy,44,61,Troy,3,3,41,58,Troy
Carver College,Troy,35,88,Troy,4,4,31,84,Troy
Spring Hill,Troy,73,90,Troy,6,6,67,84,Troy
UT Arlington,UL Monroe,77,64,UT Arlington,10,5,67,59,UT Arlington
UT Arlington,UL Monroe,75,74,UT Arlington,9,10,66,64,UT Arlington
UL Monroe,UT Arlington,56,63,UT Arlington,7,9,49,54,UT Arlington
UL Monroe,UT Arlington,52,58,UT Arlington,7,7,45,51,UT Arlington
UL Monroe,Louisiana,72,66,UL Monroe,11,5,61,61,UT Arlington
Hardin-Simmons,UT Arlington,66,91,UT Arlington,13,9,53,82,UT Arlington
Dallas Christian,UT Arlington,48,109,UT Arlington,7,12,41,97,UT Arlington
Howard Payne,UT Arlington,53,117,UT Arlington,9,16,44,101,UT Arlington
Arkansas State,UT Arlington,71,73,UT Arlington,5,7,66,66,Louisiana
Westminster (UT),BYU,59,108,BYU,9,18,50,90,BYU
Utah Valley,BYU,60,82,BYU,5,11,55,71,BYU
St. John's,BYU,68,74,BYU,4,10,64,64,USC
BYU,Gonzaga,69,86,Gonzaga,4,7,65,79,Gonzaga
BYU,Saint Mary's,62,52,BYU,1,6,61,46,BYU
BYU,San Francisco,72,63,BYU,5,13,67,50,BYU
Portland,BYU,67,95,BYU,11,14,56,81,BYU
Pepperdine,BYU,54,65,BYU,5,6,49,59,BYU
BYU,Pepperdine,73,76,Pepperdine,5,3,68,73,Pepperdine
Pacific,BYU,87,95,BYU,9,11,78,84,BYU
BYU,Portland,105,60,BYU,15,11,90,49,BYU
Gonzaga,BYU,82,71,Gonzaga,6,8,76,63,Gonzaga
BYU,Pacific,80,52,BYU,13,2,67,50,BYU
BYU,Loyola Marymount,88,71,BYU,9,6,79,65,BYU
San Francisco,BYU,73,79,BYU,12,11,61,68,BYU
Saint Mary's,BYU,51,65,BYU,5,9,46,56,BYU
Dixie State,Gonzaga,67,112,Gonzaga,4,8,63,104,Gonzaga
San Francisco,Gonzaga,62,85,Gonzaga,8,5,54,80,Gonzaga
Gonzaga,Portland,116,88,Gonzaga,4,13,112,75,Gonzaga
Pepperdine,Gonzaga,70,95,Gonzaga,7,9,63,86,Gonzaga
Gonzaga,Saint Mary's,73,59,Gonzaga,4,9,69,50,Gonzaga
Pacific,Gonzaga,49,95,Gonzaga,2,12,47,83,Gonzaga
